1_960.065,56.4909,0.475511,977.595,62.3714,0.93388,954.152,65.2539,0.875163,951.254,100.537,0.797301,951.058,124.15,0.722445,1001.08,62.3084,0.921734,1024.67,88.8785,0.76238,1018.88,121.21,0.434878,977.749,135.91,0.859163,968.821,135.888,0.819404,971.682,191.777,0.818204,974.538,236.003,0.870793,998.122,135.88,0.835885,998.346,194.683,0.850707,1001.29,244.714,0.888219,957.156,56.3275,0.31576,968.827,56.242,0.472287,954.187,53.5055,0.0595021,977.632,50.459,0.596641,998.284,256.567,0.816897,1007.06,253.575,0.741198,1001.29,247.627,0.780919,965.859,247.72,0.75087,957.064,244.76,0.808586,974.795,244.649,0.831793;856.922,56.4954,0.763526,856.96,77.023,0.91752,836.411,79.8654,0.881888,836.407,106.393,0.80506,839.403,129.932,0.705276,874.595,74.1104,0.839109,883.442,100.61,0.851345,895.294,118.24,0.702924,859.94,130.081,0.901517,853.99,130.149,0.855876,857.057,177.213,0.786955,859.96,235.975,0.591216,874.612,130.003,0.871319,865.868,177.169,0.853303,862.835,241.836,0.753325,853.965,56.2706,0.69503,857.078,53.5266,0.691438,839.443,56.3227,0.563855,860.03,53.5067,0.386841,860.022,253.677,0.618165,868.749,250.692,0.61852,862.865,244.888,0.574261,865.818,247.846,0.432822,859.853,247.791,0.447205,860.017,244.66,0.444022
2_959.987,56.5129,0.473063,977.598,62.3634,0.935772,954.165,65.2482,0.876621,953.982,100.552,0.797259,951.06,124.102,0.710172,1001.09,62.2816,0.924988,1024.64,91.7808,0.771073,1018.82,124.043,0.387559,977.73,135.909,0.863505,968.802,135.882,0.819238,971.654,188.885,0.813139,974.575,233.077,0.874828,998.097,135.896,0.829926,998.315,191.834,0.838308,1001.3,241.874,0.851607,957.107,56.3309,0.299335,965.935,56.2596,0.465246,954.085,53.5285,0.0557487,977.589,47.6432,0.600021,998.269,253.583,0.783459,1004.26,250.672,0.734098,1001.31,244.809,0.742141,965.829,247.648,0.77259,957.065,244.683,0.824135,974.826,241.838,0.824052;856.877,56.534,0.743154,856.954,79.7918,0.930166,836.383,79.9221,0.890854,836.373,106.399,0.723553,839.433,129.892,0.633278,874.593,76.9481,0.849603,883.455,100.582,0.852844,895.271,118.195,0.72792,859.921,130.148,0.893737,853.973,132.927,0.838631,857.036,177.051,0.708934,859.988,235.874,0.352958,874.565,130.075,0.864465,865.806,177.078,0.843638,860.098,244.685,0.729654,851.149,56.3045,0.670553,857.041,56.2745,0.690771,839.439,56.3496,0.532247,860.006,53.5275,0.44704,860.01,259.456,0.642376,865.898,253.588,0.622315,862.843,247.68,0.567586,862.926,244.816,0.262369,859.944,241.845,0.236127,860.031,238.889,0.275549
3_960.004,56.5008,0.454718,977.596,62.3614,0.937501,954.132,65.2501,0.879243,951.291,100.54,0.822318,951.114,126.931,0.794606,1001.1,62.2831,0.928323,1021.92,94.7348,0.79753,1015.88,127.029,0.437534,977.773,138.854,0.852067,968.85,138.844,0.820436,971.663,191.843,0.819669,974.573,235.967,0.874267,998.153,138.828,0.834379,1001.07,194.804,0.865925,1001.32,244.717,0.87617,957.112,56.3317,0.291845,968.767,56.259,0.451031,954.115,53.4974,0.0534324,977.602,47.616,0.607217,998.336,256.555,0.814996,1007.14,250.789,0.741701,1001.32,244.916,0.762841,965.853,247.677,0.763788,957.07,244.712,0.821365,974.829,241.891,0.823749;853.966,59.2702,0.705863,856.957,79.8045,0.942786,836.331,79.956,0.907083,836.315,106.438,0.811681,839.29,129.88,0.719407,874.677,76.9509,0.854889,883.427,100.617,0.851222,889.396,118.232,0.72027,859.9,130.145,0.897354,853.94,132.927,0.834935,856.976,177.034,0.749753,860.07,218.295,0.412614,874.56,130.056,0.868757,865.785,177.02,0.853123,860.097,241.842,0.7028,845.255,56.3891,0.630678,856.885,56.3449,0.705432,839.403,56.4158,0.416311,859.904,56.2487,0.596836,859.958,259.46,0.61567,865.854,253.605,0.603914,862.849,244.865,0.548591,862.907,244.779,0.27837,859.92,241.825,0.25722,860.038,232.981,0.298219
4_960.008,56.4713,0.496875,977.612,62.3459,0.934171,954.123,65.2303,0.881762,951.249,100.558,0.827113,951.081,126.979,0.798978,1001.13,62.2718,0.9247,1021.89,97.5833,0.799936,1007.16,127.11,0.441839,977.768,138.818,0.853839,968.833,138.804,0.819242,971.66,191.824,0.818096,974.584,235.989,0.874481,998.151,138.791,0.836723,998.384,194.762,0.857001,1001.33,244.706,0.86819,957.109,56.292,0.308049,968.776,53.521,0.49442,0,0,0,977.61,47.5877,0.634122,998.319,256.513,0.807608,1007.12,250.769,0.744637,1001.34,244.905,0.748502,965.866,247.692,0.761249,957.068,244.726,0.819525,974.835,244.628,0.82702;854.023,59.2849,0.757672,856.948,79.8531,0.948771,836.286,80.0037,0.91477,836.296,106.571,0.80216,839.434,129.967,0.663247,877.469,77.0032,0.862988,883.432,103.419,0.842953,886.531,121.2,0.703134,859.857,135.835,0.872601,851.103,135.912,0.797777,857.019,180.009,0.713193,859.907,241.811,0.465764,871.72,132.962,0.834941,865.783,179.983,0.808462,860.018,244.779,0.710882,848.117,56.3921,0.690902,856.924,56.3507,0.750943,839.353,56.4231,0.509011,859.922,56.2641,0.585148,859.949,262.441,0.586822,865.807,256.601,0.559459,860.021,247.847,0.500086,862.848,253.615,0.328656,859.827,253.612,0.305179,859.977,244.803,0.344547
5_960.012,56.4906,0.504063,977.613,62.3873,0.926929,954.141,65.2918,0.876433,951.281,100.616,0.827864,951.093,127.05,0.780541,1001.12,62.3053,0.924157,1024.64,94.6738,0.78808,1015.91,124.155,0.436735,977.778,138.821,0.850738,968.847,138.814,0.821917,971.661,191.837,0.820162,974.574,236.009,0.872898,998.16,138.788,0.83559,998.389,194.775,0.860922,1001.33,244.741,0.882034,957.121,56.3116,0.320062,968.768,56.2405,0.498466,954.109,53.5019,0.0529786,977.593,50.4534,0.637278,998.328,256.582,0.826403,1007.14,253.582,0.752881,1001.34,247.634,0.771274,965.837,247.7,0.759903,957.051,244.737,0.819254,974.833,244.641,0.82943;854.04,59.297,0.754598,856.894,79.908,0.947391,833.545,80.0383,0.918974,836.243,109.44,0.761812,839.352,132.913,0.605995,874.678,79.7966,0.876688,883.331,106.358,0.829428,883.448,129.902,0.589115,857.084,138.811,0.86254,848.122,138.89,0.776144,856.822,188.883,0.738145,857.094,244.828,0.716178,868.732,135.911,0.805015,862.985,185.94,0.78872,859.891,244.843,0.759431,848.136,56.3953,0.691374,856.933,56.3662,0.740162,839.33,56.4139,0.542047,859.916,56.2737,0.549222,859.945,262.465,0.572585,865.777,256.576,0.55121,859.91,250.733,0.45805,862.839,259.552,0.510032,857.017,262.375,0.514214,859.825,250.656,0.493298
6_959.992,56.4855,0.511836,977.602,62.3601,0.933102,954.13,65.263,0.878514,951.266,100.601,0.819353,951.087,127.098,0.76616,1001.12,62.2766,0.926153,1021.92,94.7033,0.799027,1013.01,126.978,0.444762,977.784,138.817,0.8473,968.837,138.819,0.817247,971.663,194.637,0.824244,974.564,238.849,0.870576,998.176,135.966,0.837843,1001.1,194.803,0.862101,1001.32,244.773,0.883845,957.113,56.303,0.31161,968.751,56.2406,0.506424,0,0,0,977.579,47.6346,0.643,998.361,256.612,0.819735,1009.99,253.613,0.74711,1001.31,247.656,0.778711,965.843,247.723,0.750856,957.032,244.761,0.814664,974.822,244.652,0.831136;853.923,59.3318,0.741675,856.884,79.9211,0.948853,833.533,80.0454,0.92385,836.247,109.46,0.797406,842.229,133.002,0.624141,874.672,79.8124,0.873774,880.632,106.389,0.823707,883.385,130.004,0.619289,857.085,138.864,0.852335,848.11,141.767,0.771382,856.815,194.699,0.756303,857.039,247.811,0.772046,868.746,135.964,0.790237,868.795,185.957,0.756439,857.095,244.874,0.661699,845.187,56.4377,0.678869,856.856,56.3947,0.749053,839.351,56.4698,0.449987,859.896,56.2786,0.640719,859.889,265.297,0.441587,862.944,259.503,0.414099,857.008,250.721,0.357955,862.835,268.219,0.629188,856.965,265.439,0.62703,857.026,256.6,0.567882
7_960.033,56.5041,0.511117,977.579,62.3797,0.932201,954.124,65.2828,0.878262,951.249,100.593,0.829242,951.059,127.059,0.778121,1001.08,62.2897,0.919292,1021.9,94.6514,0.787085,1012.97,126.953,0.432624,977.749,135.906,0.859932,968.815,135.902,0.8223,971.678,188.91,0.82297,974.602,235.928,0.87714,998.121,135.873,0.83808,998.317,191.817,0.833729,1001.33,241.879,0.848224,957.135,56.3398,0.333251,968.794,56.2595,0.509438,954.143,53.5306,0.0561734,977.602,50.4641,0.628866,998.302,253.617,0.793344,1007.11,250.686,0.744632,1004.1,244.803,0.748091,962.928,247.643,0.776632,957.032,244.685,0.831598,977.551,241.874,0.828321;856.821,59.27,0.706634,856.874,79.9349,0.941151,833.551,80.0488,0.916609,836.271,109.47,0.779581,839.389,132.93,0.635567,874.627,79.8318,0.868088,880.617,106.432,0.823039,883.552,129.991,0.633956,857.092,141.761,0.844107,848.182,144.659,0.770436,856.884,194.709,0.742442,857.109,250.66,0.716319,868.722,138.85,0.784117,862.948,188.891,0.742808,857.114,247.836,0.665791,851.063,56.3713,0.642011,856.979,56.3502,0.6661,839.396,56.3976,0.544677,859.934,56.2571,0.480002,857.06,268.264,0.472667,860.05,265.43,0.46424,857.092,262.378,0.411256,860.059,268.363,0.558377,856.953,268.286,0.554788,859.849,262.391,0.541099
8_960.067,56.512,0.520193,977.566,62.3738,0.933719,954.053,65.306,0.883749,951.196,100.608,0.840422,951.054,127.053,0.798211,1001.1,62.2862,0.924995,1024.64,94.6799,0.810595,1015.89,124.137,0.452996,977.783,135.965,0.849969,968.845,138.782,0.821734,971.723,191.793,0.830406,974.63,235.938,0.880868,998.17,135.93,0.842141,998.351,194.699,0.846059,1001.32,244.704,0.86707,957.135,56.348,0.3673,968.83,56.2697,0.52214,954.183,53.5282,0.0738615,977.622,47.6466,0.630657,998.292,256.564,0.812944,1007.1,250.797,0.746869,1001.34,244.893,0.758889,965.838,247.656,0.776372,957.073,244.699,0.830192,977.57,241.878,0.8291;856.918,59.2735,0.771354,856.833,79.9473,0.941198,833.502,80.044,0.929885,833.54,109.427,0.750768,839.388,132.934,0.651376,874.593,79.846,0.87805,880.6,106.466,0.855451,883.456,130.116,0.70346,856.954,144.698,0.849142,842.27,144.727,0.785693,854.023,197.582,0.725579,857.037,250.621,0.69146,862.972,144.666,0.81208,859.993,197.563,0.805201,857.09,250.685,0.75048,853.955,56.3668,0.704342,857.071,56.3594,0.693422,839.409,56.3768,0.610053,860.005,56.2899,0.418274,857,268.38,0.56035,860.01,268.298,0.583856,857.095,265.294,0.507194,859.951,268.376,0.517832,856.851,268.317,0.499728,859.821,262.38,0.497512
9_962.913,56.481,0.510732,977.59,62.3749,0.933533,954.108,65.2952,0.881299,951.23,100.586,0.84904,951.056,127.038,0.82486,1001.1,62.2845,0.926929,1021.93,94.6543,0.795791,1015.96,124.068,0.393066,977.818,135.923,0.848839,971.654,135.929,0.831581,971.707,191.756,0.829485,974.6,235.959,0.880369,998.203,135.885,0.847649,998.377,194.684,0.84913,1001.32,244.698,0.872075,957.162,56.3295,0.363042,968.849,53.5341,0.512371,954.197,53.5273,0.0746672,977.622,47.6134,0.628972,998.326,256.538,0.812382,1007.12,250.775,0.744875,1001.3,244.903,0.763795,965.836,247.646,0.776397,957.069,244.696,0.831214,977.54,241.89,0.835445;856.993,59.2514,0.755915,856.863,79.9316,0.948463,833.54,80.0516,0.935482,836.254,109.38,0.822945,839.444,130.137,0.747595,874.606,79.8203,0.878885,883.357,106.339,0.863325,886.517,129.948,0.747334,857.12,138.894,0.851096,848.172,141.807,0.78477,856.806,194.651,0.743067,857.025,247.801,0.735711,868.8,138.799,0.798246,862.883,188.866,0.770246,857.084,247.697,0.682349,854.058,56.3459,0.702889,857.115,56.3404,0.631496,842.258,56.359,0.646009,860.047,56.2505,0.333066,857.084,268.209,0.472468,862.849,265.308,0.457502,857.022,256.556,0.383311,860.075,268.279,0.590832,856.917,268.202,0.59088,857.041,259.45,0.537627
10_962.94,56.4308,0.514115,977.626,62.3793,0.929809,954.169,65.282,0.880413,951.272,100.613,0.859418,951.058,127.005,0.813431,1001.13,62.2793,0.926779,1024.61,94.7116,0.80575,1015.87,124.127,0.42517,977.823,135.89,0.855284,971.677,135.901,0.840467,971.716,191.741,0.83253,974.598,235.965,0.884228,998.198,135.851,0.857386,1001.08,194.674,0.8554,1001.33,244.695,0.872713,957.188,56.29,0.360473,968.872,53.4671,0.515357,954.223,53.5356,0.0739853,977.641,47.5747,0.643995,998.339,256.579,0.812482,1007.16,250.799,0.74026,1001.32,244.908,0.762092,965.852,247.673,0.789053,957.068,244.721,0.844444,974.845,241.9,0.838915;859.928,56.473,0.780037,856.858,79.9089,0.946434,833.544,79.9794,0.938208,833.451,106.562,0.874258,839.292,130.157,0.814341,874.597,79.8019,0.881621,880.665,103.535,0.877928,886.498,129.898,0.729302,859.812,133.061,0.873045,848.19,135.908,0.80337,854.088,188.9,0.734149,859.784,253.601,0.760115,871.658,132.971,0.830775,865.847,177.18,0.750651,857.058,247.678,0.433486,857.055,53.5228,0.763704,860.026,56.2637,0.514311,845.233,56.2858,0.709996,862.96,56.2479,0.117247,856.933,268.283,0.299003,859.845,268.217,0.287083,857.03,262.372,0.235908,860.022,271.325,0.646314,856.857,271.251,0.667385,859.869,262.479,0.633583
