1_969.040283203125,57.05503463745117,0.8494948744773865,971.177490234375,54.91778564453125,0.8477252125740051,964.7657470703125,54.91778564453125,0.854386568069458,977.5892333984375,48.50604248046875,0.8683722615242004,958.35400390625,46.36879348754883,0.8763623833656311,986.1382446289062,54.91778564453125,0.9143309593200684,943.393310546875,54.91778564453125,0.8656993508338928,1003.2362060546875,78.4275131225586,0.8620999455451965,924.1580810546875,80.56475830078125,0.8856886625289917,1007.5107421875,108.3489761352539,0.8667024970054626,939.1187744140625,108.3489761352539,0.865675687789917,979.7265014648438,123.3097152709961,0.8145359754562378,951.9422607421875,123.3097152709961,0.8176375031471252,984.0009765625,170.32916259765625,0.8241474628448486,956.216796875,170.32916259765625,0.8204014301300049,977.5892333984375,204.52513122558594,0.8752015233039856,960.4912719726562,219.48585510253906,0.8210446834564209;879.7166137695312,34.965240478515625,0.9115244150161743,881.8825073242188,28.467573165893555,0.9104503393173218,875.3848266601562,30.63346290588379,0.8962027430534363,886.2142944335938,28.467573165893555,0.9050021171569824,866.7212524414062,32.79935073852539,0.9309574961662292,897.0437622070312,52.2923583984375,0.9313631653785706,860.2236328125,54.458248138427734,0.8956652879714966,903.5413818359375,80.44892120361328,0.8196491599082947,855.891845703125,84.78070068359375,0.8207874298095703,899.2095947265625,102.10781860351562,0.5610429644584656,855.891845703125,112.93727111816406,0.6170126795768738,890.5460815429688,106.4395980834961,0.8032552003860474,868.8871459960938,106.4395980834961,0.8136588931083679,886.2142944335938,154.08917236328125,0.8467566967010498,875.3848266601562,156.25506591796875,0.8212430477142334,884.0484008789062,201.73873901367188,0.8265429139137268,875.3848266601562,206.07052612304688,0.8477990031242371;1066.70068359375,119.25536346435547,0.9021481275558472,1069.9620361328125,114.36345672607422,0.9181790947914124,1063.439453125,115.99408721923828,0.9613310098648071,1076.4844970703125,112.73281860351562,0.8675966858863831,1055.2862548828125,114.36345672607422,0.8597700595855713,1071.5926513671875,120.88599395751953,0.43803396821022034,1050.3944091796875,129.03916931152344,0.6833992600440979,1083.007080078125,130.66981506347656,0.14221562445163727,1058.547607421875,158.39060974121094,0.6136151552200317,1086.268310546875,135.5617218017578,0.28343966603279114,1076.4844970703125,192.6339569091797,0.6891792416572571,1063.439453125,155.1293487548828,0.5784270167350769,1045.50244140625,161.65188598632812,0.7520421147346497,1073.2232666015625,189.37269592285156,0.4165153503417969,1055.2862548828125,191.00332641601562,0.8579998016357422,1079.745849609375,215.46286010742188,0.27797743678092957,1047.133056640625,235.03048706054688,0.7489086985588074
2_968.9075317382812,57.4741325378418,0.8947135806083679,971.0846557617188,53.119781494140625,0.9271589517593384,964.5531616210938,55.29695510864258,0.9124762415885925,977.6162109375,46.5882568359375,0.9153047204017639,955.844482421875,46.5882568359375,0.8772401213645935,986.3248901367188,55.29695510864258,0.9070436954498291,942.7814331054688,53.119781494140625,0.8777864575386047,1003.7423095703125,79.24588012695312,0.8755545020103455,925.364013671875,81.42305755615234,0.8585219979286194,1008.0966796875,107.54915618896484,0.8601371049880981,940.604248046875,107.54915618896484,0.8534791469573975,979.7933959960938,124.966552734375,0.8179797530174255,953.6672973632812,124.966552734375,0.8125752210617065,984.147705078125,172.86439514160156,0.8130928874015808,955.844482421875,175.0415802001953,0.8138141632080078,977.6162109375,205.5220184326172,0.900048553943634,960.1987915039062,220.7622528076172,0.859499990940094;879.5873413085938,34.86722183227539,0.9063675403594971,881.7568969726562,30.528045654296875,0.9098154902458191,875.2481689453125,30.528045654296875,0.8860576152801514,886.0960693359375,28.35845947265625,0.8993420600891113,866.56982421875,32.6976318359375,0.9283513426780701,896.9440307617188,52.22392272949219,0.9240153431892395,860.06103515625,54.39350891113281,0.8894615769386292,903.4527587890625,80.42855834960938,0.8182430267333984,855.7218627929688,84.76773071289062,0.8303965926170349,899.1135864257812,104.29402160644531,0.5317524671554565,855.7218627929688,115.14196014404297,0.6101629734039307,890.4352416992188,106.46360778808594,0.7981569766998291,868.7393798828125,106.46360778808594,0.8076226711273193,886.0960693359375,156.36412048339844,0.8473119139671326,875.2481689453125,158.53370666503906,0.8361917734146118,886.0960693359375,201.9254608154297,0.8535677790641785,875.2481689453125,206.26463317871094,0.8492717742919922;1067.4674072265625,118.09232330322266,0.9084742665290833,1070.76611328125,113.14424896240234,0.9498587846755981,1062.519287109375,114.79360961914062,0.9377906322479248,1077.363525390625,111.4948959350586,0.8615979552268982,1055.921875,114.79360961914062,0.8837499022483826,1074.0648193359375,119.74168395996094,0.4661421775817871,1049.324462890625,129.63783264160156,0.6870366930961609,1088.908935546875,136.23526000976562,0.20288021862506866,1059.2205810546875,160.97561645507812,0.620258092880249,1087.2596435546875,132.93653869628906,0.26485857367515564,1077.363525390625,193.9627685546875,0.6728487610816956,1064.1685791015625,152.72882080078125,0.5605959892272949,1046.0257568359375,160.97561645507812,0.70676189661026,1072.4154052734375,189.0146942138672,0.48296117782592773,1055.921875,190.66404724121094,0.8480826616287231,1079.0128173828125,215.40440368652344,0.20182323455810547,1047.675048828125,236.84605407714844,0.7965397238731384
3_967.05810546875,58.05117416381836,0.8966318964958191,971.3820190429688,53.72728729248047,0.9283885955810547,964.8961791992188,55.88923263549805,0.9126794934272766,977.8677978515625,47.241458892822266,0.9108853936195374,956.2484130859375,47.241458892822266,0.8850690722465515,986.515625,55.88923263549805,0.898236095905304,943.2767333984375,53.72728729248047,0.8711694478988647,1001.649169921875,79.67060852050781,0.8495200872421265,923.8192749023438,81.83255004882812,0.8874186873435974,1008.135009765625,107.77587127685547,0.8866795301437378,941.1148071289062,107.77587127685547,0.8776540756225586,980.02978515625,125.07141876220703,0.8500888347625732,951.9244995117188,125.07141876220703,0.827521800994873,982.1917114257812,170.47222900390625,0.8360222578048706,956.2484130859375,172.63417053222656,0.8505015969276428,980.02978515625,213.71109008789062,0.8865118622779846,960.572265625,220.19691467285156,0.894538164138794;879.1812744140625,35.124786376953125,0.8977845907211304,881.3363037109375,30.814678192138672,0.9169400334358215,872.7161254882812,30.814678192138672,0.8733842968940735,885.6464233398438,28.659626007080078,0.9088954329490662,866.2509155273438,32.96973419189453,0.9276436567306519,896.4216918945312,52.365211486816406,0.9248896241188049,857.6307373046875,54.520267486572266,0.8991900682449341,902.8868408203125,80.38090515136719,0.8214951157569885,855.4756469726562,84.6910171508789,0.826797366142273,898.5767211914062,106.24154663085938,0.5410689115524292,853.3206176757812,117.01681518554688,0.6185885071754456,889.95654296875,108.3966064453125,0.8016507625579834,868.406005859375,108.3966064453125,0.8071457147598267,885.6464233398438,157.96282958984375,0.8942897319793701,874.8711547851562,160.11788940429688,0.8948898911476135,885.6464233398438,201.06390380859375,0.8759765625,874.8711547851562,209.68411254882812,0.8547992706298828
4_969.1314697265625,58.58096694946289,0.8791545033454895,971.2962646484375,54.25144577026367,0.8966577053070068,964.8019409179688,56.41620635986328,0.9057939648628235,977.79052734375,47.757171630859375,0.9194903373718262,956.1429443359375,47.757171630859375,0.8885025978088379,986.4495849609375,54.25144577026367,0.9008160829544067,943.1543579101562,54.25144577026367,0.8476935625076294,1001.6029052734375,78.06379699707031,0.8651729226112366,923.6715698242188,80.22855377197266,0.8833214640617371,1008.09716796875,108.37042999267578,0.9029908180236816,940.9896240234375,108.37042999267578,0.8671698570251465,979.9552612304688,127.85325622558594,0.8146134614944458,953.9781494140625,127.85325622558594,0.8070322871208191,984.2847900390625,175.47796630859375,0.7913800477981567,956.1429443359375,175.47796630859375,0.8407086730003357,979.9552612304688,216.60838317871094,0.883203387260437,960.4724731445312,220.93789672851562,0.8991358876228333;878.4749755859375,36.393943786621094,0.8667662143707275,880.6158447265625,29.971513748168945,0.8799840211868286,874.193359375,32.11232376098633,0.8423615097999573,884.8974609375,29.971513748168945,0.8950995802879333,865.630126953125,32.11232376098633,0.9179719686508179,895.6015014648438,51.37961959838867,0.9301818609237671,857.06689453125,53.52043151855469,0.9054756164550781,902.02392578125,81.35096740722656,0.8219116926193237,852.7852783203125,85.6325912475586,0.8179185390472412,897.7423095703125,107.04069519042969,0.6867700219154358,852.7852783203125,115.60394287109375,0.7145742774009705,891.3198852539062,109.18150329589844,0.798069953918457,867.7709350585938,109.18150329589844,0.7902500629425049,887.0382690429688,158.42015075683594,0.8961708545684814,874.193359375,158.42015075683594,0.8746737837791443,884.8974609375,201.23635864257812,0.8671324849128723,874.193359375,209.7996063232422,0.8698641061782837
5_971.2581787109375,58.53772735595703,0.8783323168754578,973.4287719726562,54.196475982666016,0.9014330506324768,966.9169311523438,54.196475982666016,0.9013252854347229,979.940673828125,47.68459701538086,0.9263284802436829,958.2344360351562,47.68459701538086,0.8924265503883362,986.4525756835938,54.196475982666016,0.9031022191047668,943.0400390625,54.196475982666016,0.853587806224823,1003.8175659179688,78.0733642578125,0.8651463389396667,925.6749877929688,80.24398803710938,0.8864039778709412,1008.1588134765625,108.4621353149414,0.8825775980949402,940.869384765625,108.4621353149414,0.8486513495445251,979.940673828125,127.99777221679688,0.7988716959953308,953.8931274414062,127.99777221679688,0.7952574491500854,984.2819213867188,173.58091735839844,0.7860859632492065,956.0637817382812,175.75155639648438,0.8148651719093323,982.1112670898438,216.9934539794922,0.8736067414283752,960.405029296875,221.33470153808594,0.9199864268302917;878.0228881835938,34.28037643432617,0.8966357111930847,880.1710815429688,29.983943939208984,0.8937358856201172,873.7264404296875,32.13216018676758,0.873615562915802,884.467529296875,29.983943939208984,0.8895254135131836,865.1336059570312,32.13216018676758,0.9309503436088562,895.2086181640625,51.46610641479492,0.9302644729614258,856.5407104492188,53.614322662353516,0.9116412401199341,901.6532592773438,79.39291381835938,0.8274126052856445,852.2442626953125,85.83757019042969,0.8340913653373718,897.3568115234375,105.1715087890625,0.6169557571411133,852.2442626953125,115.91259765625,0.7473651766777039,890.9121704101562,107.31973266601562,0.8137134909629822,867.2817993164062,107.31973266601562,0.808222234249115,886.61572265625,158.87692260742188,0.9002848863601685,875.8746337890625,158.87692260742188,0.8613926768302917,884.467529296875,197.54481506347656,0.8758026361465454,875.8746337890625,208.285888671875,0.8207666873931885
6_970.8775634765625,60.572391510009766,0.8661999702453613,973.062255859375,56.203128814697266,0.897403359413147,966.50830078125,56.203128814697266,0.882371723651886,979.6160888671875,47.46460723876953,0.9146925806999207,957.769775390625,47.46460723876953,0.869657576084137,986.1700439453125,54.018497467041016,0.9047601222991943,944.6619873046875,54.018497467041016,0.8514311909675598,1003.6470947265625,78.0494384765625,0.8711970448493958,925.0003662109375,82.418701171875,0.9099355340003967,1005.8316650390625,108.63427734375,0.9046506285667419,942.4774169921875,108.63427734375,0.8738372921943665,979.6160888671875,126.111328125,0.8090494275093079,953.4005126953125,128.29595947265625,0.789984941482544,983.9853515625,174.1732177734375,0.8325428366661072,955.585205078125,174.1732177734375,0.846085250377655,981.80078125,217.8658447265625,0.8921947479248047,959.9544677734375,220.05047607421875,0.9333359003067017;877.5535278320312,34.35279846191406,0.8694532513618469,879.6906127929688,30.07864761352539,0.8828524351119995,873.2793579101562,30.07864761352539,0.8447585701942444,883.9647827148438,27.941570281982422,0.878236711025238,864.7310791015625,30.07864761352539,0.921055793762207,894.650146484375,51.449405670166016,0.9231242537498474,856.1828002929688,53.586483001708984,0.9129512310028076,901.0613403320312,79.23139953613281,0.8472791910171509,851.9086303710938,85.64262390136719,0.8305453062057495,896.7872314453125,104.87631225585938,0.5831727385520935,851.9086303710938,115.56169128417969,0.7751834988594055,888.2388916015625,107.01338195800781,0.8160214424133301,866.8681640625,107.01338195800781,0.8069854974746704,888.2388916015625,158.30320739746094,0.8736744523048401,875.4164428710938,160.44029235839844,0.8429098725318909,886.101806640625,196.7705841064453,0.9001802206039429,875.4164428710938,209.59303283691406,0.8032750487327576
7_971.197998046875,61.50506591796875,0.8760386109352112,973.3681640625,57.16471862792969,0.9045178294181824,966.857666015625,57.16471862792969,0.8961758017539978,979.878662109375,48.48402786254883,0.9087887406349182,958.1769409179688,48.48402786254883,0.8843075037002563,986.3892211914062,54.994544982910156,0.9084813594818115,945.1559448242188,54.994544982910156,0.8502182960510254,1003.7506103515625,78.86644744873047,0.8925334811210632,925.6243896484375,81.03662109375,0.9007397294044495,1005.9207763671875,107.07869720458984,0.8847550749778748,940.8156127929688,107.07869720458984,0.8922166228294373,979.878662109375,126.6102523803711,0.8221733570098877,953.8366088867188,126.6102523803711,0.7918253540992737,984.2190551757812,174.3540496826172,0.8355477452278137,956.0067749023438,174.3540496826172,0.8292431235313416,982.0488891601562,217.75750732421875,0.8875735402107239,960.34716796875,219.9276885986328,0.9221842288970947;877.37646484375,35.181358337402344,0.9019432067871094,879.5350341796875,28.705554962158203,0.8897687196731567,873.0592651367188,30.86415672302246,0.8810096383094788,883.8522338867188,28.705554962158203,0.8722600936889648,864.4248657226562,30.86415672302246,0.9475352168083191,892.4866333007812,50.29156494140625,0.9275502562522888,857.9490356445312,54.608768463134766,0.9092601537704468,898.9624633789062,80.5119857788086,0.8463066816329956,853.6318359375,84.82918548583984,0.8363664746284485,896.8038330078125,102.09799194335938,0.45009881258010864,853.6318359375,115.04960632324219,0.7701945304870605,888.16943359375,106.41519927978516,0.8160991072654724,866.5834350585938,106.41519927978516,0.8262828588485718,888.16943359375,158.2216339111328,0.8750736713409424,875.2178344726562,158.2216339111328,0.8681846261024475,886.0108642578125,194.9178466796875,0.9141152501106262,875.2178344726562,207.8694610595703,0.7515534162521362
8_971.4580078125,60.02184295654297,0.870617687702179,973.6196899414062,55.69850158691406,0.8964402079582214,967.1347045898438,57.860172271728516,0.8935619592666626,980.104736328125,49.213497161865234,0.9109577536582947,958.488037109375,49.213497161865234,0.8847489953041077,986.5897216796875,55.69850158691406,0.8979503512382507,943.3563232421875,55.69850158691406,0.858439564704895,1003.883056640625,79.47686767578125,0.8887080550193787,923.9013061523438,81.63853454589844,0.8765185475349426,1006.0447387695312,109.740234375,0.8919574618339539,941.1946411132812,109.740234375,0.8952506184577942,980.104736328125,124.87191772460938,0.8400754928588867,952.0029907226562,127.0335922241211,0.8240426778793335,984.4280395507812,172.42864990234375,0.8725776672363281,956.3263549804688,172.42864990234375,0.8382589221000671,982.266357421875,219.98536682128906,0.8865552544593811,960.649658203125,219.98536682128906,0.9199966788291931;876.7432250976562,35.02073669433594,0.9090173244476318,878.9127807617188,30.681671142578125,0.8957046270370483,872.4041748046875,30.681671142578125,0.8819863200187683,883.2518310546875,28.51213836669922,0.8865489959716797,863.7260131835938,30.681671142578125,0.9457855820655823,891.9299926757812,50.20746612548828,0.9190405011177063,855.0479125976562,54.546531677246094,0.9179831147193909,900.6080932617188,78.41139221191406,0.8593368530273438,850.7088623046875,84.91999053955078,0.8355970978736877,898.4385375976562,102.27625274658203,0.5214846730232239,850.7088623046875,113.12391662597656,0.785330057144165,889.7604370117188,106.61531829833984,0.822436511516571,865.8955688476562,106.61531829833984,0.8351672291755676,887.5908813476562,156.5145721435547,0.8652258515357971,874.57373046875,158.68411254882812,0.8652452230453491,885.42138671875,195.566162109375,0.9169473648071289,874.57373046875,208.58335876464844,0.7567174434661865
9_970.5235595703125,62.187721252441406,0.873376190662384,972.6319580078125,57.9709587097168,0.8815881013870239,966.3068237304688,57.9709587097168,0.8843773603439331,978.9570922851562,51.645816802978516,0.9052913188934326,957.873291015625,49.53743362426758,0.859992504119873,987.390625,55.862579345703125,0.9039457440376282,945.2230224609375,53.75419616699219,0.8578818440437317,1004.2576293945312,79.05477142333984,0.9030284285545349,926.24755859375,81.16315460205078,0.9246698021888733,1006.3660278320312,108.57211303710938,0.8317980766296387,938.8978881835938,108.57211303710938,0.849056601524353,981.0654907226562,125.43916320800781,0.8234634399414062,953.656494140625,125.43916320800781,0.8014485836029053,983.173828125,171.82354736328125,0.8378922939300537,955.764892578125,171.82354736328125,0.8175615072250366,983.173828125,218.2079315185547,0.8779394030570984,959.981689453125,220.31631469726562,0.8975486755371094;876.5411376953125,34.92323684692383,0.9132070541381836,878.7498779296875,28.29688262939453,0.8865681290626526,872.12353515625,30.50566864013672,0.8911452293395996,883.16748046875,28.29688262939453,0.880696177482605,863.2883911132812,30.50566864013672,0.9454120993614197,892.0026245117188,50.38473129272461,0.9252287149429321,856.6620483398438,52.59351348876953,0.9001777768135071,898.6289672851562,79.09893035888672,0.8626799583435059,850.0357055664062,83.5165023803711,0.8492609262466431,894.2113647460938,96.76921081542969,0.45439738035202026,850.0357055664062,110.02191925048828,0.7538842558860779,887.5850219726562,105.6043472290039,0.810306191444397,865.4971923828125,107.8131332397461,0.8027341365814209,887.5850219726562,156.40640258789062,0.8698514103889465,874.3323364257812,156.40640258789062,0.8753425478935242,885.3762817382812,196.16452026367188,0.8942774534225464,874.3323364257812,207.2084503173828,0.7433896660804749
10_970.367919921875,62.840972900390625,0.8662493228912354,974.55810546875,58.65077209472656,0.8668730854988098,966.177734375,58.65077209472656,0.866430938243866,980.8434448242188,50.270362854003906,0.8857988715171814,957.7973022460938,50.270362854003906,0.8313388228416443,989.2238159179688,56.555667877197266,0.9153020977973938,945.2266845703125,54.460567474365234,0.868015468120575,1005.984619140625,79.6017837524414,0.9110133051872253,924.2756958007812,79.6017837524414,0.9223272204399109,1008.0797729492188,108.93321228027344,0.8660098910331726,941.0364990234375,111.02831268310547,0.8723176717758179,980.8434448242188,125.69402313232422,0.8073945045471191,953.6071166992188,127.78912353515625,0.8111401200294495,982.9385375976562,173.88136291503906,0.8563615679740906,955.7022094726562,173.88136291503906,0.8063351511955261,982.9385375976562,219.97360229492188,0.8753599524497986,959.8923950195312,219.97360229492188,0.8599767684936523;876.5413208007812,34.5196533203125,0.9011357426643372,878.7626342773438,27.855548858642578,0.8883005380630493,872.0985717773438,30.076915740966797,0.8837773203849792,883.2053833007812,27.855548858642578,0.8807064890861511,863.2130737304688,30.076915740966797,0.9423903822898865,892.0908813476562,50.06922912597656,0.9228976964950562,854.32763671875,54.511966705322266,0.8972443342208862,898.7550048828125,78.94701385498047,0.8761572241783142,849.8848876953125,83.38975524902344,0.8225363492965698,916.5259399414062,76.72564697265625,0.4182908535003662,849.8848876953125,114.48890686035156,0.759485125541687,887.6481323242188,105.60343170166016,0.8162778615951538,865.4344482421875,105.60343170166016,0.8052189946174622,887.6481323242188,158.91627502441406,0.874497652053833,874.3199462890625,158.91627502441406,0.882768988609314,887.6481323242188,203.3436279296875,0.902849555015564,876.5413208007812,210.0077362060547,0.8323856592178345
